"Country or Area","Element","Year","Unit","Value","Value Footnotes"
"Central America","Yield","1990","hg/ha","79581.00","Fc"
"Central America","Yield","1989","hg/ha","88445.00","Fc"
"Central America","Yield","1988","hg/ha","86395.00","Fc"
"Central America","Yield","1987","hg/ha","100130.00","Fc"
"Central America","Yield","1986","hg/ha","87778.00","Fc"
"Central America","Yield","1985","hg/ha","80199.00","Fc"
"Central America","Yield","1984","hg/ha","84777.00","Fc"
"Central America","Yield","1983","hg/ha","64417.00","Fc"
"Central America","Yield","1982","hg/ha","72044.00","Fc"
"Central America","Yield","1981","hg/ha","69175.00","Fc"
"Central America","Yield","1980","hg/ha","55261.00","Fc"
"Central America","Yield","1979","hg/ha","67500.00","Fc"
"Central America","Yield","1978","hg/ha","65759.00","Fc"
"Central America","Yield","1977","hg/ha","46782.00","Fc"
"Central America","Yield","1976","hg/ha","94747.00","Fc"
"Central America","Yield","1975","hg/ha","60237.00","Fc"
"Central America","Yield","1974","hg/ha","66246.00","Fc"
"Central America","Yield","1973","hg/ha","56823.00","Fc"
"Central America","Yield","1972","hg/ha","75324.00","Fc"
"Central America","Yield","1971","hg/ha","103070.00","Fc"
"Central America","Yield","1970","hg/ha","90863.00","Fc"
"Central America","Yield","1969","hg/ha","92749.00","Fc"
"Central America","Yield","1968","hg/ha","101876.00","Fc"
"Central America","Yield","1967","hg/ha","99720.00","Fc"
"Central America","Yield","1966","hg/ha","114724.00","Fc"
"Central America","Yield","1965","hg/ha","114068.00","Fc"
"Central America","Yield","1964","hg/ha","113542.00","Fc"
"Central America","Yield","1963","hg/ha","111780.00","Fc"
"Central America","Yield","1962","hg/ha","107998.00","Fc"
"Central America","Yield","1961","hg/ha","98727.00","Fc"
"Central America","Production","2018","tonnes","719640.00","A"
"Central America","Production","2017","tonnes","774233.00","A"
"Central America","Production","2016","tonnes","778823.00","A"
"Central America","Production","2015","tonnes","811642.00","A"
"Central America","Production","2014","tonnes","776037.00","A"
"Central America","Production","2013","tonnes","919629.00","A"
"Central America","Production","2012","tonnes","432464.00","A"
"Central America","Production","2011","tonnes","685148.00","A"
"Central America","Production","2010","tonnes","629602.00","A"
"Central America","Production","2009","tonnes","604778.00","A"
"Central America","Production","2008","tonnes","544272.00","A"
"Central America","Production","2007","tonnes","532364.00","A"
"Central America","Production","2006","tonnes","629334.00","A"
"Central America","Production","2005","tonnes","608778.00","A"
"Central America","Production","2004","tonnes","594989.00","A"
"Central America","Production","2003","tonnes","515308.00","A"
"Central America","Production","2002","tonnes","504688.00","A"
"Central America","Production","2001","tonnes","462124.00","A"
"Central America","Production","2000","tonnes","366666.00","A"
"Central America","Production","1999","tonnes","478788.00","A"
"Central America","Production","1998","tonnes","399283.00","A"
"Central America","Production","1997","tonnes","657717.00","A"
"Central America","Production","1996","tonnes","454651.00","A"
"Central America","Production","1995","tonnes","441051.00","A"
"Central America","Production","1994","tonnes","514994.00","A"
"Central America","Production","1993","tonnes","565446.00","A"
"Central America","Production","1992","tonnes","625546.00","A"
"Central America","Production","1991","tonnes","554593.00","A"
"Central America","Production","1990","tonnes","481502.00","A"
"Central America","Production","1989","tonnes","531774.00","A"
"Central America","Production","1988","tonnes","539586.00","A"
"Central America","Production","1987","tonnes","527625.00","A"
"Central America","Production","1986","tonnes","487187.00","A"
"Central America","Production","1985","tonnes","430451.00","A"
"Central America","Production","1984","tonnes","467823.00","A"
"Central America","Production","1983","tonnes","308874.00","A"
"Central America","Production","1982","tonnes","333706.00","A"
"Central America","Production","1981","tonnes","391152.00","A"
"Central America","Production","1980","tonnes","254037.00","A"
"Central America","Production","1979","tonnes","301596.00","A"
"Central America","Production","1978","tonnes","290035.00","A"
"Central America","Production","1977","tonnes","192367.00","A"
"Central America","Production","1976","tonnes","334931.00","A"
"Central America","Production","1975","tonnes","199187.00","A"
"Central America","Production","1974","tonnes","237513.00","A"
"Central America","Production","1973","tonnes","195539.00","A"
"Central America","Production","1972","tonnes","231697.00","A"
"Central America","Production","1971","tonnes","237165.00","A"
"Central America","Production","1970","tonnes","150215.00","A"
"Central America","Production","1969","tonnes","149985.00","A"
"Central America","Production","1968","tonnes","130911.00","A"
"Central America","Production","1967","tonnes","119126.00","A"
"Central America","Production","1966","tonnes","143416.00","A"
"Central America","Production","1965","tonnes","139711.00","A"
"Central America","Production","1964","tonnes","126951.00","A"
"Central America","Production","1963","tonnes","122120.00","A"
"Central America","Production","1962","tonnes","98429.00","A"
"Central America","Production","1961","tonnes","82723.00","A"
"Central Asia","Area harvested","2018","ha","208884.00","A"
"Central Asia","Area harvested","2017","ha","203589.00","A"
"Central Asia","Area harvested","2016","ha","218413.00","A"
"Central Asia","Area harvested","2015","ha","199878.00","A"
"Central Asia","Area harvested","2014","ha","196294.00","A"
"Central Asia","Area harvested","2013","ha","195409.00","A"
"Central Asia","Area harvested","2012","ha","184434.00","A"
"Central Asia","Area harvested","2011","ha","175293.00","A"
"Central Asia","Area harvested","2010","ha","163900.00","A"
"Central Asia","Area harvested","2009","ha","154000.00","A"
"Central Asia","Area harvested","2008","ha","153200.00","A"
"Central Asia","Area harvested","2007","ha","160200.00","A"
"Central Asia","Area harvested","2006","ha","152263.00","A"
"Central Asia","Area harvested","2005","ha","155500.00","A"
"Central Asia","Area harvested","2004","ha","158361.00","A"
"Central Asia","Area harvested","2003","ha","154300.00","A"
"Central Asia","Area harvested","2002","ha","154453.00","A"
"Central Asia","Area harvested","2001","ha","159210.00","A"
"Central Asia","Area harvested","2000","ha","170678.00","A"
"Central Asia","Area harvested","1999","ha","171900.00","A"
"Central Asia","Area harvested","1998","ha","174400.00","A"
"Central Asia","Area harvested","1997","ha","174900.00","A"
"Central Asia","Area harvested","1996","ha","184100.00","A"
"Central Asia","Area harvested","1995","ha","188500.00","A"
"Central Asia","Area harvested","1994","ha","185300.00","A"
"Central Asia","Area harvested","1993","ha","185350.00","A"
"Central Asia","Area harvested","1992","ha","186400.00","A"
"Central Asia","Yield","2018","hg/ha","86161.00","Fc"
"Central Asia","Yield","2017","hg/ha","81229.00","Fc"
"Central Asia","Yield","2016","hg/ha","93977.00","Fc"
"Central Asia","Yield","2015","hg/ha","81481.00","Fc"
"Central Asia","Yield","2014","hg/ha","79828.00","Fc"
"Central Asia","Yield","2013","hg/ha","75281.00","Fc"
"Central Asia","Yield","2012","hg/ha","74677.00","Fc"
"Central Asia","Yield","2011","hg/ha","71755.00","Fc"
"Central Asia","Yield","2010","hg/ha","70113.00","Fc"
"Central Asia","Yield","2009","hg/ha","70031.00","Fc"
"Central Asia","Yield","2008","hg/ha","66396.00","Fc"
"Central Asia","Yield","2007","hg/ha","56215.00","Fc"
"Central Asia","Yield","2006","hg/ha","62816.00","Fc"
"Central Asia","Yield","2005","hg/ha","51537.00","Fc"
"Central Asia","Yield","2004","hg/ha","49032.00","Fc"
"Central Asia","Yield","2003","hg/ha","42534.00","Fc"
"Central Asia","Yield","2002","hg/ha","51378.00","Fc"
"Central Asia","Yield","2001","hg/ha","49911.00","Fc"
"Central Asia","Yield","2000","hg/ha","50774.00","Fc"
"Central Asia","Yield","1999","hg/ha","26987.00","Fc"
"Central Asia","Yield","1998","hg/ha","27517.00","Fc"
"Central Asia","Yield","1997","hg/ha","26581.00","Fc"
"Central Asia","Yield","1996","hg/ha","31896.00","Fc"
"Central Asia","Yield","1995","hg/ha","26329.00","Fc"
"Central Asia","Yield","1994","hg/ha","24625.00","Fc"
"Central Asia","Yield","1993","hg/ha","23604.00","Fc"
"Central Asia","Yield","1992","hg/ha","35241.00","Fc"
"Central Asia","Production","2018","tonnes","1799755.00","A"
"Central Asia","Production","2017","tonnes","1653724.00","A"
"Central Asia","Production","2016","tonnes","2052583.00","A"
"Central Asia","Production","2015","tonnes","1628635.00","A"
"Central Asia","Production","2014","tonnes","1566970.00","A"
"Central Asia","Production","2013","tonnes","1471056.00","A"
"Central Asia","Production","2012","tonnes","1377300.00","A"
"Central Asia","Production","2011","tonnes","1257817.00","A"
"Central Asia","Production","2010","tonnes","1149150.00","A"
"Central Asia","Production","2009","tonnes","1078470.00","A"
"Central Asia","Production","2008","tonnes","1017190.00","A"
"Central Asia","Production","2007","tonnes","900560.00","A"
"Central Asia","Production","2006","tonnes","956461.00","A"
"Central Asia","Production","2005","tonnes","801400.00","A"
"Central Asia","Production","2004","tonnes","776480.00","A"
"Central Asia","Production","2003","tonnes","656300.00","A"
"Central Asia","Production","2002","tonnes","793553.00","A"
"Central Asia","Production","2001","tonnes","794630.00","A"
"Central Asia","Production","2000","tonnes","866600.00","A"
"Central Asia","Production","1999","tonnes","463900.00","A"
"Central Asia","Production","1998","tonnes","479900.00","A"
"Central Asia","Production","1997","tonnes","464900.00","A"
"Central Asia","Production","1996","tonnes","587200.00","A"
"Central Asia","Production","1995","tonnes","496300.00","A"
"Central Asia","Production","1994","tonnes","456300.00","A"
"Central Asia","Production","1993","tonnes","437500.00","A"
"Central Asia","Production","1992","tonnes","656900.00","A"
"Chile","Area harvested","2018","ha","34427.00",""
"Chile","Area harvested","2017","ha","35937.00",""
"Chile","Area harvested","2016","ha","36063.00",""
"Chile","Area harvested","2015","ha","36206.00",""
"Chile","Area harvested","2014","ha","37207.00",""
"Chile","Area harvested","2013","ha","37545.00",""
"Chile","Area harvested","2012","ha","35667.00",""
"Chile","Area harvested","2011","ha","35030.00",""
"Chile","Area harvested","2010","ha","35029.00",""
"Chile","Area harvested","2009","ha","35100.00",""
"Chile","Area harvested","2008","ha","35000.00",""
"Chile","Area harvested","2007","ha","35000.00",""
"Chile","Area harvested","2006","ha","35200.00",""
"Chile","Area harvested","2005","ha","34800.00",""
"Chile","Area harvested","2004","ha","36095.00",""
"Chile","Area harvested","2003","ha","35410.00",""
"Chile","Area harvested","2002","ha","34865.00",""
"Chile","Area harvested","2001","ha","35700.00",""
"Chile","Area harvested","2000","ha","35790.00",""
"Chile","Area harvested","1999","ha","37400.00",""
"Chile","Area harvested","1998","ha","38400.00",""
"Chile","Area harvested","1997","ha","39900.00",""
"Chile","Area harvested","1996","ha","34800.00",""
"Chile","Area harvested","1995","ha","32440.00",""
"Chile","Area harvested","1994","ha","29800.00",""
"Chile","Area harvested","1993","ha","27800.00",""
"Chile","Area harvested","1992","ha","25500.00",""
"Chile","Area harvested","1991","ha","23650.00",""
"Chile","Area harvested","1990","ha","23260.00",""
"Chile","Area harvested","1989","ha","23000.00",""
"Chile","Area harvested","1988","ha","22870.00",""
"Chile","Area harvested","1987","ha","22070.00",""
"Chile","Area harvested","1986","ha","21550.00",""
"Chile","Area harvested","1985","ha","19800.00",""
"Chile","Area harvested","1984","ha","18700.00",""
"Chile","Area harvested","1983","ha","18100.00",""
"Chile","Area harvested","1982","ha","17600.00",""
"Chile","Area harvested","1981","ha","16900.00",""
"Chile","Area harvested","1980","ha","15500.00",""
"Chile","Area harvested","1979","ha","14735.00",""
"Chile","Area harvested","1978","ha","13800.00",""
"Chile","Area harvested","1977","ha","13068.00",""
"Chile","Area harvested","1976","ha","12568.00",""
"Chile","Area harvested","1975","ha","12068.00",""
"Chile","Area harvested","1974","ha","11350.00",""
"Chile","Area harvested","1973","ha","11290.00",""
"Chile","Area harvested","1972","ha","9000.00","F"
"Chile","Area harvested","1971","ha","14000.00","F"
"Chile","Area harvested","1970","ha","14000.00","F"
"Chile","Area harvested","1969","ha","13800.00","F"
"Chile","Area harvested","1968","ha","13600.00","F"
"Chile","Area harvested","1967","ha","13500.00","F"
"Chile","Area harvested","1966","ha","13200.00","F"
"Chile","Area harvested","1965","ha","13200.00","F"
"Chile","Area harvested","1964","ha","12800.00","F"
"Chile","Area harvested","1963","ha","12200.00","F"
"Chile","Area harvested","1962","ha","12200.00","F"
"Chile","Area harvested","1961","ha","12000.00","F"
"Chile","Yield","2018","hg/ha","501715.00","Fc"
"Chile","Yield","2017","hg/ha","493558.00","Fc"
"Chile","Yield","2016","hg/ha","485552.00","Fc"
"Chile","Yield","2015","hg/ha","475750.00","Fc"
"Chile","Yield","2014","hg/ha","464876.00","Fc"
"Chile","Yield","2013","hg/ha","457119.00","Fc"
"Chile","Yield","2012","hg/ha","450673.00","Fc"
"Chile","Yield","2011","hg/ha","453425.00","Fc"
"Chile","Yield","2010","hg/ha","463685.00","Fc"
"Chile","Yield","2009","hg/ha","379093.00","Fc"
"Chile","Yield","2008","hg/ha","429743.00","Fc"
"Chile","Yield","2007","hg/ha","400000.00","Fc"
"Chile","Yield","2006","hg/ha","383523.00","Fc"
"Chile","Yield","2005","hg/ha","373563.00","Fc"
"Chile","Yield","2004","hg/ha","360161.00","Fc"
"Chile","Yield","2003","hg/ha","353008.00","Fc"
"Chile","Yield","2002","hg/ha","329844.00","Fc"
"Chile","Yield","2001","hg/ha","317927.00","Fc"
"Chile","Yield","2000","hg/ha","224923.00","Fc"
"Chile","Yield","1999","hg/ha","314171.00","Fc"
"Chile","Yield","1998","hg/ha","253906.00","Fc"
"Chile","Yield","1997","hg/ha","211779.00","Fc"
"Chile","Yield","1996","hg/ha","272989.00","Fc"
"Chile","Yield","1995","hg/ha","262022.00","Fc"
"Chile","Yield","1994","hg/ha","271812.00","Fc"
"Chile","Yield","1993","hg/ha","302158.00","Fc"
"Chile","Yield","1992","hg/ha","325490.00","Fc"
"Chile","Yield","1991","hg/ha","329810.00","Fc"
"Chile","Yield","1990","hg/ha","300946.00","Fc"
"Chile","Yield","1989","hg/ha","286957.00","Fc"
"Chile","Yield","1988","hg/ha","275470.00","Fc"
"Chile","Yield","1987","hg/ha","262800.00","Fc"
"Chile","Yield","1986","hg/ha","238979.00","Fc"
"Chile","Yield","1985","hg/ha","214646.00","Fc"
"Chile","Yield","1984","hg/ha","219251.00","Fc"
"Chile","Yield","1983","hg/ha","201657.00","Fc"
"Chile","Yield","1982","hg/ha","196023.00","Fc"
"Chile","Yield","1981","hg/ha","176568.00","Fc"
"Chile","Yield","1980","hg/ha","158065.00","Fc"
"Chile","Yield","1979","hg/ha","142518.00","Fc"
"Chile","Yield","1978","hg/ha","126812.00","Fc"
"Chile","Yield","1977","hg/ha","114784.00","Fc"
"Chile","Yield","1976","hg/ha","103437.00","Fc"
"Chile","Yield","1975","hg/ha","103828.00","Fc"
"Chile","Yield","1974","hg/ha","105991.00","Fc"
"Chile","Yield","1973","hg/ha","104960.00","Fc"
"Chile","Yield","1972","hg/ha","105556.00","Fc"
"Chile","Yield","1971","hg/ha","106429.00","Fc"
"Chile","Yield","1970","hg/ha","100000.00","Fc"
"Chile","Yield","1969","hg/ha","99275.00","Fc"
"Chile","Yield","1968","hg/ha","97794.00","Fc"
"Chile","Yield","1967","hg/ha","95556.00","Fc"
"Chile","Yield","1966","hg/ha","94697.00","Fc"
"Chile","Yield","1965","hg/ha","91667.00","Fc"
"Chile","Yield","1964","hg/ha","82813.00","Fc"
"Chile","Yield","1963","hg/ha","85246.00","Fc"
"Chile","Yield","1962","hg/ha","82787.00","Fc"
"Chile","Yield","1961","hg/ha","82500.00","Fc"
"Chile","Production","2018","tonnes","1727277.00","Im"
"Chile","Production","2017","tonnes","1773701.00","Im"
